StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,timerPassage_First Click,timerPassage_Last Click,timerPassage_Page Submit,timerPassage_Click Count,S1Q1,S1Q2,S1Q3,S1Q4,S1Q5,S1Q6,S1Q7,S1Q8,S1Q9,S1Q10,S1Understand_1,S1Minutes,S1Interest_1,S1Knowledge_1,S1Progress,S2Understand_1,S2Interest_1,S2Knowledge_1,S2Progress,S2Q1a,S2Q2a,S2Q3a,S2Q4a,S2Q5a,S2Q6a,S2Q7a,S2Q8a,S2Q9a,S2Q10a,S2Q1b,S2Q2b,S2Q3b,S2Q4b,S2Q5b,S2Q6b,S2Q7b,S2Q8b,S2Q9b,S2Q10b,SC0,SC1,SC2,Group
3/13/2019 9:23,3/13/2019 9:33,0,73.79.166.153,100,575,1,3/13/2019 9:34,R_22V7OIPRcvIh9Fb,,,,,40.10360718,-80.73609924,anonymous,EN,0,0,88.873,0,,,,,,,,,,,,,,,,37,23,12,2,1,2,2,,,4,2,,,,,,,2,2,,,4,4,3,0,2,2,PostTest
3/13/2019 9:27,3/13/2019 9:33,0,73.122.254.22,100,358,1,3/13/2019 9:34,R_3maREx2JpmrhLtb,,,,,33.98370361,-84.1486969,anonymous,EN,7.052,11.248,21.617,2,2,3,4,2,4,4,2,2,3,3,73,7,70,58,1,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,Down2
3/13/2019 9:26,3/13/2019 9:33,0,71.234.233.198,100,391,1,3/13/2019 9:34,R_3KQ3XrQNN8VKGvk,,,,,41.31860352,-72.93019867,anonymous,EN,2.546,178.54,178.8,5,,,,,,,,,,,,,,,,100,88,0,1,,3,4,,,,3,4,4,,2,,,2,4,2,,,,2,0,1,2,PreTest
3/13/2019 9:26,3/13/2019 9:33,0,66.31.253.157,100,430,1,3/13/2019 9:34,R_PTfpPMvcT3khXCF,,,,,43.21850586,-71.52770233,anonymous,EN,15.263,171.084,173.659,35,2,1,4,2,1,4,2,2,4,2,95,3,100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,FT
3/13/2019 9:28,3/13/2019 9:33,0,172.58.175.138,100,325,1,3/13/2019 9:34,R_3KVepuraJWkwJX9,,,,,28.49980164,-81.32879639,anonymous,EN,5.918,95.479,97.351,65,,,,,,,,,,,,,,,,70,70,60,2,,1,4,2,4,,,2,,,2,,,,,2,2,,4,2,0,2,3,PostFeed
3/13/2019 9:29,3/13/2019 9:33,0,108.31.116.159,100,242,1,3/13/2019 9:34,R_51pnovYYiwmoYdH,,,,,39.13609314,-77.28240204,anonymous,EN,2.646,24.107,24.978,3,2,2,4,2,2,3,2,2,4,1,80,4,71,50,2,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,FT
3/13/2019 9:26,3/13/2019 9:33,0,68.48.228.199,100,416,1,3/13/2019 9:34,R_3m3G4IO4cYRcnA5,,,,,42.27090454,-83.72679901,anonymous,EN,2.861,93.276,96.443,29,,,,,,,,,,,,,,,,53,88,28,2,,,1,2,,3,1,,,3,2,2,,,1,,,2,4,,0,3,5,PostTest
3/13/2019 9:27,3/13/2019 9:32,0,165.225.35.35,100,253,1,3/13/2019 9:34,R_12gLnP5zy7dEGzP,,,,,33.1493988,-96.82800293,anonymous,EN,0,0,67.618,0,,,,,,,,,,,,,,,,80,81,81,2,2,2,1,,2,,,,4,,,,,2,,2,3,2,,3,0,4,2,PostFeed
3/13/2019 9:24,3/13/2019 9:31,8,99.124.136.47,100,388,1,3/13/2019 9:34,R_3fluNzRCb0MM1mi,,,,,39.77639771,-86.10769653,anonymous,EN,47.235,47.51,79.4,2,3,2,3,2,2,2,1,2,1,2,87,3,95,17,1,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,Up2
3/13/2019 9:27,3/13/2019 9:33,0,96.59.190.138,100,383,1,3/13/2019 9:34,R_3panYtZHRYGSrE4,,,,,28.06840515,-82.75930023,anonymous,EN,0,0,205.463,0,,,,,,,,,,,,,,,,84,41,5,1,2,,,2,2,,1,,,2,,2,4,,,4,,2,4,,0,2,3,PostFeed
3/13/2019 9:24,3/13/2019 9:33,0,67.182.61.40,100,591,1,3/13/2019 9:34,R_1r91ZOxp83IgvtH,,,,,36.79910278,-119.8016052,anonymous,EN,13.652,146.323,250.389,3,3,2,1,2,1,4,2,2,4,2,90,6,24,15,2,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,Up2
3/13/2019 9:27,3/13/2019 9:33,0,174.208.1.29,100,396,1,3/13/2019 9:34,R_3dQroDPLDunyxwZ,,,,,40.55409241,-111.9429016,anonymous,EN,13.984,114.013,117.353,12,2,3,2,2,4,2,2,2,4,2,81,5,77,37,2,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,Up2
3/13/2019 9:28,3/13/2019 9:34,0,72.180.244.31,100,336,1,3/13/2019 9:34,R_2tiiNyDStN6XM8F,,,,,25.9243927,-97.46260071,anonymous,EN,105.863,128.25,141.108,2,,,,,,,,,,,,,,,,71,9,0,2,,,2,2,,2,,,4,3,2,2,,,1,,2,1,,,0,2,4,PostTest
3/13/2019 9:22,3/13/2019 9:31,8,107.77.248.54,100,511,1,3/13/2019 9:34,R_2chjCGbZ3yZd3DM,,,,,33.12550354,-82.80390167,anonymous,EN,1.388,209.725,212.722,47,2,2,1,2,2,3,2,2,4,2,92,6,100,76,2,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,FT
3/13/2019 9:27,3/13/2019 9:34,0,73.187.47.196,100,375,1,3/13/2019 9:34,R_V29RQWO6UXTNui5,,,,,40.17900085,-77.00360107,anonymous,EN,23.816,24.891,136.404,2,,,,,,,,,,,,,,,,39,38,5,2,,2,1,,,4,2,,4,,2,,,2,1,,,2,,3,0,4,4,PostTest
3/13/2019 9:27,3/13/2019 9:33,0,67.169.209.224,100,384,1,3/13/2019 9:34,R_3qa6vjIRReSlM1u,,,,,44.59280396,-123.2745972,anonymous,EN,31.242,71.746,72.8,3,,,,,,,,,,,,,,,,77,90,32,2,2,2,,,2,,2,2,,,,,4,2,,4,,,1,1,0,4,2,PostTest
3/13/2019 9:25,3/13/2019 9:33,0,75.86.24.233,100,510,1,3/13/2019 9:34,R_3nBGzIA3HWmKaUY,,,,,43.08279419,-88.02690125,anonymous,EN,5.749,9.13,151.176,2,2,2,4,3,2,3,2,2,4,3,80,3,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Control
3/13/2019 9:30,3/13/2019 9:33,0,148.74.229.65,100,204,1,3/13/2019 9:34,R_2pWPEivSFVH5mrF,,,,,40.65710449,-74.64320374,anonymous,EN,78.368,78.368,78.752,1,2,3,4,2,2,4,2,2,2,2,80,2,77,13,1,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,Up2
3/13/2019 9:22,3/13/2019 9:33,0,65.29.200.76,100,678,1,3/13/2019 9:34,R_1mQW5mkmpJjubSn,,,,,39.91059875,-83.78559875,anonymous,EN,7.381,165.497,166.454,56,2,2,4,2,4,4,3,2,4,2,65,6,81,55,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,FT
3/13/2019 9:22,3/13/2019 9:31,8,71.185.164.189,100,539,1,3/13/2019 9:34,R_1K1h7cmoEGcJyN3,,,,,40.0980072,-75.10780334,anonymous,EN,9.082,9.082,94.765,1,2,2,4,1,4,3,3,2,4,2,58,10,34,45,2,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,Up2
3/13/2019 9:24,3/13/2019 9:31,8,68.111.194.116,100,449,1,3/13/2019 9:34,R_32PVX7mLEbLP6KU,,,,,33.10969543,-117.0670013,anonymous,EN,0,0,173.028,0,,,,,,,,,,,,,,,,60,20,0,2,,,,2,2,,2,2,3,,2,2,4,,,2,,,,2,0,3,2,PostTest
3/13/2019 9:28,3/13/2019 9:33,0,67.11.212.123,100,302,1,3/13/2019 9:34,R_2xGe3s6Pt6UMAUv,,,,,29.58259583,-98.40910339,anonymous,EN,0.651,82.7,108.968,8,,,,,,,,,,,,,,,,70,0,0,2,,,,2,2,4,,2,4,,2,2,4,,,,2,,,1,0,3,4,PostTest
3/13/2019 9:23,3/13/2019 9:31,8,12.43.89.121,100,481,1,3/13/2019 9:34,R_1d5IGoSvGf2zoxZ,,,,,39.85830688,-88.9382019,anonymous,EN,131.207,146.406,146.845,3,3,2,4,2,2,4,3,2,4,1,92,7,94,20,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,Control
3/13/2019 9:23,3/13/2019 9:31,8,182.18.229.132,100,502,1,3/13/2019 9:34,R_2vizRefQoDyytRV,,,,,14.61669922,121.0499878,anonymous,EN,0,0,184.518,0,3,2,4,2,4,4,3,4,4,1,67,6,31,14,2,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,Control
3/13/2019 9:26,3/13/2019 9:31,8,174.50.85.253,100,320,1,3/13/2019 9:34,R_3HkwZD3HHFxHo0E,,,,,35.18710327,-106.6659012,anonymous,EN,149.017,149.017,150.155,1,,,,,,,,,,,,,,,,70,90,70,1,2,3,,,2,2,,2,,,,,4,2,,,2,,4,3,0,2,3,PostTest
3/13/2019 9:28,3/13/2019 9:31,8,65.25.209.220,100,206,1,3/13/2019 9:34,R_3M97UL81IuIKvoB,,,,,44.27099609,-88.43260193,anonymous,EN,0,0,66.958,0,,,,,,,,,,,,,,,,80,71,49,2,2,,3,,1,,2,,,1,,2,,2,,4,,2,3,,0,4,3,PostFeed
3/13/2019 9:25,3/13/2019 9:31,8,149.128.8.245,100,351,1,3/13/2019 9:34,R_3RatwJUlmFGhyh4,,,,,41.84829712,-87.65170288,anonymous,EN,0,0,149.051,0,,,,,,,,,,,,,,,,63,76,24,1,,3,4,,,2,2,,,2,2,,,2,2,,,2,4,,0,1,4,PostFeed
3/13/2019 9:24,3/13/2019 9:31,8,71.71.88.77,100,443,1,3/13/2019 9:34,R_3lskgkB14z0hZk4,,,,,36.20320129,-80.52839661,anonymous,EN,0,0,170.92,0,,,,,,,,,,,,,,,,91,96,40,1,,,4,,,4,2,2,,3,2,2,,2,2,,,,4,,0,2,4,PreTest
3/13/2019 9:25,3/13/2019 9:32,8,108.41.104.169,100,380,1,3/13/2019 9:34,R_1H2FlObdm4QEcLJ,,,,,40.62860107,-73.93900299,anonymous,EN,6.341,11.276,150.926,2,2,3,4,2,2,3,2,2,4,1,100,3.5,85,61,2,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,Down2
3/13/2019 9:28,3/13/2019 9:31,8,216.107.34.254,100,209,1,3/13/2019 9:34,R_bKITx1mnISKredX,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,123.873,0,,,,,,,,,,,,,,,,91,71,75,1,2,,,1,2,,,,1,1,,3,2,,,3,1,4,,,0,2,1,PreTest
3/13/2019 9:25,3/13/2019 9:33,0,162.40.193.67,100,485,1,3/13/2019 9:34,R_2rp8ovxnNDREUx6,,,,,35.57739258,-80.82260132,anonymous,EN,23.311,24.374,248.725,2,2,3,2,2,1,3,2,4,1,1,25,8,70,30,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Control
3/13/2019 9:26,3/13/2019 9:31,8,71.227.166.248,100,276,1,3/13/2019 9:34,R_22V5fa6agG5XsZb,,,,,47.31210327,-122.3661041,anonymous,EN,0,0,117.065,0,,,,,,,,,,,,,,,,85,35,0,2,2,,,,2,2,,,4,2,,3,4,2,,,2,2,,,0,2,3,PostTest
3/13/2019 9:23,3/13/2019 9:31,8,75.45.61.42,100,444,1,3/13/2019 9:34,R_1oG9VUE2rBAnvsW,,,,,33.69340515,-84.44799805,anonymous,EN,0,0,240.754,0,,,,,,,,,,,,,,,,55,70,30,2,,2,,,,,2,4,1,3,2,,4,2,2,4,,,,,0,2,2,PostTest
3/13/2019 9:26,3/13/2019 9:31,8,72.45.30.6,100,323,1,3/13/2019 9:34,R_3QDwzg5RELGb4Je,,,,,39.293396,-75.60079956,anonymous,EN,0,0,104.143,0,,,,,,,,,,,,,,,,60,70,10,2,,,1,2,,4,,2,3,,3,3,,,2,,2,,,1,0,3,2,PostFeed
3/13/2019 9:25,3/13/2019 9:32,0,104.129.204.160,100,419,1,3/13/2019 9:34,R_27qbH8uCrLmHvGq,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,152.109,0,,,,,,,,,,,,,,,,92,81,2,2,,3,1,,,,2,2,4,,3,,,2,1,2,,,,2,0,4,2,PreTest
3/13/2019 9:23,3/13/2019 9:30,8,74.243.161.19,100,429,1,3/13/2019 9:34,R_1IWUPERCnVSQciO,,,,,35.35960388,-82.4265976,anonymous,EN,69.008,106.127,135.864,5,,,,,,,,,,,,,,,,60,20,2,1,,,,,2,4,2,,4,3,2,2,1,2,,,,2,,,0,2,5,PostFeed
3/13/2019 9:25,3/13/2019 9:31,8,50.194.196.37,100,329,1,3/13/2019 9:34,R_1QsJwSLVAfDBw9R,,,,,44.94020081,-93.21880341,anonymous,EN,0,0,137.207,0,,,,,,,,,,,,,,,,100,100,40,2,2,2,,4,,,2,,3,,,,1,,1,2,,1,,3,0,3,2,PostTest
3/13/2019 9:23,3/13/2019 9:30,8,141.126.143.151,100,413,1,3/13/2019 9:34,R_22LHV4XCB8B6EJv,,,,,43.09840393,-89.27339935,anonymous,EN,2.818,128.866,130.432,9,,,,,,,,,,,,,,,,85,55,45,2,2,3,4,2,,,,,,3,,,,,4,3,3,2,4,,0,2,3,PreTest
3/13/2019 9:25,3/13/2019 9:30,8,108.209.173.202,100,311,1,3/13/2019 9:34,R_1IQ103SNCT2Dhqa,,,,,25.7348938,-80.22280121,anonymous,EN,46.452,46.452,157.093,1,,,,,,,,,,,,,,,,81,100,50,2,,,,2,2,,2,,3,1,2,3,1,,,2,,2,,,0,3,3,PostTest
3/13/2019 9:26,3/13/2019 9:30,8,162.245.106.150,100,259,1,3/13/2019 9:34,R_1MKaYXoClAbH26e,,,,,38.69610596,-93.2322998,anonymous,EN,3.069,5.637,71.705,2,,,,,,,,,,,,,,,,34,27,24,2,,,4,,4,4,2,2,,,2,2,,2,,,,,4,1,0,2,5,PostFeed
3/13/2019 9:26,3/13/2019 9:30,8,136.49.160.10,100,271,1,3/13/2019 9:34,R_2QLHiJyiPsD4ukS,,,,,30.23039246,-97.72429657,anonymous,EN,0,0,149.614,0,,,,,,,,,,,,,,,,31,18,18,1,,3,2,2,1,,2,,,,3,,,,,2,,1,4,1,0,3,2,PostFeed
3/13/2019 9:28,3/13/2019 9:31,8,173.224.163.71,100,185,1,3/13/2019 9:34,R_6sxGkKl58JKFDON,,,,,41.89199829,-87.64160156,anonymous,EN,40.562,44.176,45.489,2,,,,,,,,,,,,,,,,60,29,8,2,2,2,4,2,,,,,3,,,,,,1,2,3,4,,1,0,3,2,PostTest
3/13/2019 9:25,3/13/2019 9:30,8,65.24.85.61,100,350,1,3/13/2019 9:34,R_qW8n9tk63fwtpND,,,,,40.76409912,-84.09729767,anonymous,EN,4.844,157.305,160.844,20,,,,,,,,,,,,,,,,92,61,30,1,3,1,3,2,,,2,,,,,,,,4,2,,4,4,2,0,2,1,PostTest
3/13/2019 9:22,3/13/2019 9:30,8,79.155.213.81,100,512,1,3/13/2019 9:34,R_2Eh4AN1hmhKLBv2,,,,,37.34460449,-6.063903809,anonymous,EN,0,0,226.415,0,,,,,,,,,,,,,,,,96,92,54,1,2,1,4,2,,,,,4,,,,,,4,4,2,2,,3,0,3,2,PostFeed
3/13/2019 9:23,3/13/2019 9:30,8,198.14.210.146,100,458,1,3/13/2019 9:34,R_s6ZzjCRF9d8zYZz,,,,,41.2191925,-94.37049866,anonymous,EN,0,0,164.713,0,,,,,,,,,,,,,,,,62,54,0,2,2,,4,1,,,,2,,1,,4,,,2,4,2,,3,,0,3,1,PreTest
3/13/2019 9:24,3/13/2019 9:31,8,104.148.255.75,100,411,1,3/13/2019 9:34,R_3gYLriJGAGBBqWc,,,,,40.55110168,-74.46060181,anonymous,EN,0,0,223.526,0,2,2,4,2,4,3,2,2,3,2,90,4,66,53,2,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Control
3/13/2019 9:25,3/13/2019 9:30,8,75.65.250.66,100,331,1,3/13/2019 9:34,R_2TtSpY7prb2kAvM,,,,,32.45889282,-93.71430206,anonymous,EN,16.105,16.648,151.708,2,,,,,,,,,,,,,,,,87,93,51,1,2,2,3,,2,,,2,,,,,,2,,3,1,,4,1,0,3,4,PostTest
3/13/2019 9:23,3/13/2019 9:31,8,104.190.188.114,100,458,1,3/13/2019 9:34,R_1Qz9DHUMVGqpeO2,,,,,28.79350281,-81.28679657,anonymous,EN,42.885,161.604,180.649,7,,,,,,,,,,,,,,,,61,71,40,2,,2,4,2,2,,,2,,,2,,,,,3,2,,4,2,0,3,4,PostFeed
3/13/2019 9:29,3/13/2019 9:31,8,68.231.247.24,100,143,1,3/13/2019 9:34,R_1Io3jZbGPOgktZS,,,,,36.85580444,-76.0042038,anonymous,EN,49.66,49.66,50.335,1,,,,,,,,,,,,,,,,55,40,50,2,3,2,,,4,,1,3,,,,,3,4,,4,,,4,3,0,1,1,PostTest
3/13/2019 9:26,3/13/2019 9:32,8,174.224.129.213,100,330,1,3/13/2019 9:34,R_1QcrK29E9jpnpMo,,,,,42.83540344,-78.75730133,anonymous,EN,0.856,7.073,7.711,10,2,2,1,1,4,2,2,2,1,2,70,6,87,92,2,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,FT
3/13/2019 9:23,3/13/2019 9:30,8,172.125.123.24,100,435,1,3/13/2019 9:34,R_2Y99xSfhUpYm7Vn,,,,,30.29029846,-81.50920105,anonymous,EN,0,0,126.138,0,3,2,1,2,4,3,2,3,4,1,75,2,86,50,2,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,Up2
3/13/2019 9:22,3/13/2019 9:31,8,70.178.106.206,100,546,1,3/13/2019 9:34,R_ezLq9ZCwG2MahtD,,,,,36.33630371,-94.1147995,anonymous,EN,0,0,169.351,0,2,2,1,2,4,4,2,2,4,2,100,4,100,75,2,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,Down2
3/13/2019 9:23,3/13/2019 9:30,8,50.125.64.221,100,454,1,3/13/2019 9:34,R_3PFW0BInTj98TY6,,,,,48.06559753,-122.1562042,anonymous,EN,0,0,321.638,0,3,3,4,2,3,3,3,4,1,3,2,6,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,Up2
3/13/2019 9:23,3/13/2019 9:30,8,66.172.203.23,100,395,1,3/13/2019 9:34,R_3HtOwnCH9tsIF9L,,,,,41.89399719,-94.68000031,anonymous,EN,0,0,109.229,0,,,,,,,,,,,,,,,,60,50,63,2,,2,4,2,,3,,,4,,2,,,,2,,2,2,,1,0,4,4,PostFeed
3/13/2019 9:27,3/13/2019 9:30,8,204.85.209.207,100,215,1,3/13/2019 9:34,R_3K5TbL4Pc0vKXTz,,,,,35.76330566,-78.70999908,anonymous,EN,13.161,57.799,58.433,15,,,,,,,,,,,,,,,,31,4,9,2,,3,4,,,,3,4,,2,3,,,2,1,4,,,4,,0,0,3,PostTest
3/13/2019 9:26,3/13/2019 9:31,8,204.77.52.225,100,332,1,3/13/2019 9:34,R_Q08PaJ5NZ2WUH1n,,,,,44.97099304,-93.04979706,anonymous,EN,0,0,116.984,0,2,2,1,2,2,2,3,2,4,1,75,3,61,17,1,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,FT
3/13/2019 9:24,3/13/2019 9:33,0,159.53.174.147,100,503,1,3/13/2019 9:34,R_2qeNgEIhRVWgPwc,,,,,40.73240662,-74.04309845,anonymous,EN,4.724,18.434,97.108,3,,,,,,,,,,,,,,,,60,40,21,2,,,4,,2,,,2,4,1,2,2,,2,,2,1,,,,0,3,3,PostFeed
3/13/2019 9:22,3/13/2019 9:32,8,172.77.155.79,100,597,1,3/13/2019 9:34,R_2ZQTbT8d5oFWkgr,,,,,40.57870483,-81.08180237,anonymous,EN,52.644,320.954,324.233,26,2,3,1,2,2,3,2,2,3,2,90,2,80,60,2,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Up2
3/13/2019 9:23,3/13/2019 9:31,8,74.91.48.140,100,498,1,3/13/2019 9:34,R_r1l82SMz9phOBb3,,,,,40.710495,-74.01290131,anonymous,EN,14.197,14.197,24.848,1,,,,,,,,,,,,,,,,98,100,99,1,2,,,,,,1,1,2,2,,2,4,2,4,1,,,,,0,1,2,PreTest
3/13/2019 9:23,3/13/2019 9:30,8,66.90.188.239,100,410,1,3/13/2019 9:34,R_3kAMDOVudUVBqWH,,,,,33.10620117,-97.16000366,anonymous,EN,3.024,19.995,145.207,4,,,,,,,,,,,,,,,,77,100,41,1,2,,,,,4,2,4,4,,,2,4,4,4,,,,,1,0,3,2,PostTest
3/13/2019 9:24,3/13/2019 9:34,0,104.169.191.223,100,549,1,3/13/2019 9:34,R_3CZQV5YqNUIIXWa,,,,,35.34809875,-83.20310211,anonymous,EN,184.888,243.332,262.492,4,,,,,,,,,,,,,,,,66,32,26,2,,2,,,,3,2,,4,2,3,,1,2,2,,,2,,,0,4,3,PreTest
3/13/2019 9:28,3/13/2019 9:31,8,98.114.87.194,100,186,1,3/13/2019 9:34,R_1jTTKnJGVBgERyh,,,,,39.95030212,-75.30400085,anonymous,EN,0,0,94.691,0,,,,,,,,,,,,,,,,31,7,7,2,2,,4,2,1,,,4,,,,4,,,,1,2,,1,1,0,3,2,PostFeed
3/13/2019 9:27,3/13/2019 9:32,8,98.160.170.186,100,317,1,3/13/2019 9:34,R_W7FPrJS1ITQPy2l,,,,,36.12199402,-115.0859985,anonymous,EN,0,0,97.042,0,,,,,,,,,,,,,,,,29,20,39,2,3,,,,,4,3,4,3,,,1,3,3,2,,,,,1,0,0,1,PreTest
3/13/2019 9:24,3/13/2019 9:31,8,47.210.3.243,100,374,1,3/13/2019 9:34,R_2TobA9BKkiVATBA,,,,,32.543396,-93.70110321,anonymous,EN,0,0,128.648,0,2,1,3,2,2,2,2,2,4,1,68,3,53,26,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Down2
3/13/2019 9:29,3/13/2019 9:33,0,63.155.2.243,100,249,1,3/13/2019 9:34,R_3Ra4175h3hIJBRQ,,,,,44.10049438,-123.1334,anonymous,EN,3.722,80.893,107.193,5,,,,,,,,,,,,,,,,94,14,29,2,,2,,2,1,4,,,4,,3,,3,,,,1,2,,3,0,4,1,PostTest
3/13/2019 9:31,3/13/2019 9:33,0,205.197.219.74,100,169,1,3/13/2019 9:34,R_26m9Pnt7UJz0Yos,,,,,38.73880005,-112.0744019,anonymous,EN,9.535,14.655,15.352,3,2,2,1,2,1,4,3,4,3,1,90,3,70,10,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Control
3/13/2019 9:26,3/13/2019 9:34,0,24.225.114.170,100,474,1,3/13/2019 9:34,R_1G5RLKwnkzQu5AB,,,,,48.70480347,-95.75039673,anonymous,EN,9.074,26.65,108.874,3,,,,,,,,,,,,,,,,15,30,1,1,3,2,,,4,,,4,1,,,,4,4,,2,3,,,2,0,1,0,PostTest
3/13/2019 9:27,3/13/2019 9:32,0,172.14.42.100,100,287,1,3/13/2019 9:34,R_3ikkTQWvb1OpjjH,,,,,27.67759705,-97.36509705,anonymous,EN,3.93,67.012,80.882,5,2,2,4,2,2,2,2,2,4,2,86,3,55,30,2,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Control
3/13/2019 9:28,3/13/2019 9:32,0,137.52.20.242,100,264,1,3/13/2019 9:34,R_WdmVFaC2C86Qp7b,,,,,26.07029724,-80.22480011,anonymous,EN,0,0,95.81,0,,,,,,,,,,,,,,,,81,50,50,2,,3,,,1,2,3,1,,,2,,4,2,,,,,4,2,0,1,3,PostTest
3/13/2019 9:28,3/13/2019 9:32,0,76.23.61.247,100,243,1,3/13/2019 9:34,R_3Em3tuM8xeYgMMn,,,,,40.5980072,-111.9618988,anonymous,EN,3.156,101.444,110.5,6,,,,,,,,,,,,,,,,80,96,50,2,2,,2,2,,,2,2,,,,3,,,2,2,,,4,3,0,4,1,PostFeed
3/13/2019 9:25,3/13/2019 9:33,0,174.230.13.159,100,485,1,3/13/2019 9:34,R_3G1a5YmyrTip1G9,,,,,42.55859375,-83.47730255,anonymous,EN,0,0,125.073,0,2,1,4,2,2,3,2,1,4,3,100,6,100,68,2,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,Control
3/13/2019 9:23,3/13/2019 9:30,8,74.137.135.146,100,419,1,3/13/2019 9:34,R_2YmNdUGCZshhYHh,,,,,38.30780029,-85.73590088,anonymous,EN,4.973,6.698,178.18,2,,,,,,,,,,,,,,,,75,80,38,1,,2,,2,,2,,,4,1,2,,1,,1,,3,4,,,0,4,3,PreTest
3/13/2019 9:25,3/13/2019 9:31,8,107.145.113.42,100,339,1,3/13/2019 9:34,R_215sDeeCCZUo6xu,,,,,28.20610046,-80.68499756,anonymous,EN,6.068,9.158,22,2,2,2,2,2,2,2,2,2,1,1,87,3,91,91,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Down2
3/13/2019 9:23,3/13/2019 9:30,8,24.30.110.246,100,459,1,3/13/2019 9:34,R_bIPVyLPuCfa6yZ3,,,,,33.93490601,-84.39219666,anonymous,EN,4.221,4.221,195.415,1,2,2,4,1,2,4,2,2,4,1,85,5,90,42,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Up2
3/13/2019 9:23,3/13/2019 9:32,0,218.234.14.84,100,544,1,3/13/2019 9:34,R_3NWjr2mTvfFBBlw,,,,,37.59849548,126.978302,anonymous,EN,2.815,2.815,235.833,1,,,,,,,,,,,,,,,,75,60,0,2,2,2,4,,2,,,,,2,,,,1,,3,2,2,4,,0,2,4,PostTest
3/13/2019 9:25,3/13/2019 9:33,0,97.115.192.179,100,514,1,3/13/2019 9:34,R_2X4hh19vx4Jy9qW,,,,,45.46099854,-122.7052002,anonymous,EN,3.753,13.688,195.836,2,,,,,,,,,,,,,,,,61,0,0,2,,3,,2,,4,2,,4,,2,,4,,4,,,4,,2,0,3,1,PreTest
3/13/2019 9:25,3/13/2019 9:31,8,174.131.9.123,100,346,1,3/13/2019 9:34,R_ZwxDM9rMJmVwhoZ,,,,,34.5664978,-83.31140137,anonymous,EN,0,0,103.621,0,2,2,4,2,2,4,2,2,4,2,61,5,55,9,1,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,Down2
3/13/2019 9:27,3/13/2019 9:31,8,69.133.64.71,100,220,1,3/13/2019 9:34,R_2z8sezoyVTdUZCi,,,,,39.57139587,-81.63459778,anonymous,EN,6.028,6.028,80.722,1,,,,,,,,,,,,,,,,93,100,56,2,2,2,,,1,4,,,4,,,,4,2,,,3,2,,2,0,4,2,PostTest
3/13/2019 9:24,3/13/2019 9:33,0,67.223.13.70,100,540,1,3/13/2019 9:34,R_12lEljubhYwfnlK,,,,,36.56860352,-82.18190002,anonymous,EN,7.9,16.797,132.784,3,,,,,,,,,,,,,,,,100,100,17,2,,,4,,2,3,2,2,,,3,2,,2,,,,,4,1,0,3,4,PreTest
3/13/2019 9:23,3/13/2019 9:33,0,174.99.117.195,100,574,1,3/13/2019 9:34,R_2YrWuEswxma5GXI,,,,,35.89639282,-78.71150208,anonymous,EN,0,0,173.198,0,3,2,2,2,2,4,2,2,1,1,70,8,88,32,1,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,FT
